,index,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,year,genres,num final genres
18435,19799,Glory Road,Robert A. Heinlein,91224.0,45.61,9.08,3.13,0.86,2.27,1963.0,"['Adventure', 'Fantasy', 'Science Fiction']",3
18436,19800,The Stolen Sky,Heather Hansen,88587.0,39.86,9.45,2.92,0.87,2.05,2017.0,"['Fantasy', 'Science Fiction', 'Young Adult']",3
18437,19801,Scorched Grounds,Debbie Herbert,86083.0,49.65,7.94,2.73,1.11,1.63,2020.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18438,19802,Queenie,Candice Carty-Williams,97602.0,41.2,8.82,3.22,1.19,2.04,2019.0,"['Contemporary', 'Adult']",2
18439,19803,Maybe Someday,Colleen Hoover,101401.0,43.53,8.64,3.75,1.2,2.55,2014.0,"['Romance', 'Contemporary', 'Young Adult']",3
18440,19804,Stillicide,Cynan Jones,24035.0,74.73,7.31,2.55,0.9,1.65,2019.0,['Science Fiction'],1
18441,19807,Ice Cold Heart,P. J. Tracy,83764.0,45.81,9.76,3.37,1.27,2.09,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18442,19808,The Bone Houses,Emily Lloyd-Jones,78915.0,67.2,7.58,2.32,0.71,1.61,2019.0,"['Fantasy', 'Young Adult', 'Horror', 'Historical Fiction']",4
18443,19810,You Die When You Die,Angus Watson,129834.0,53.44,9.07,2.88,0.9,1.98,2017.0,"['Fantasy', 'Historical Fiction', 'Adventure']",3
18444,19812,The Academy of Secrets,S. J. Parris,23695.0,37.96,8.11,2.6,0.91,1.69,2020.0,"['Historical Fiction', 'Mystery', 'Historical', 'Thriller']",4
18445,19813,Hipster Death Rattle,Richie Narvaez,92774.0,48.26,8.17,2.91,0.74,2.17,2019.0,"['Thriller', 'Mystery', 'Crime', 'Contemporary', 'Young Adult']",5
18446,19814,Elektra,Jennifer Saint,94670.0,51.46,7.64,2.45,0.71,1.73,2022.0,"['Fantasy', 'Historical Fiction', 'Historical']",3
18447,19815,Delta Star,Joseph Wambaugh,91788.0,55.3,6.81,2.48,0.91,1.56,1983.0,"['Thriller', 'Mystery', 'Crime']",3
18448,19816,Faded Steel Heat,Glen Cook,130655.0,38.63,9.77,2.89,1.08,1.82,1999.0,"['Fantasy', 'Mystery', 'Crime', 'Science Fiction']",4
18449,19817,Ever Winter,Peter Hackshaw,95401.0,53.43,7.59,2.65,0.78,1.87,2020.0,"['Science Fiction', 'Fantasy', 'Suspense']",3
18450,19818,The Labyrinth Key,Howard V. Hendrix,127643.0,42.65,6.57,3.43,1.35,2.07,2004.0,"['Science Fiction', 'Fantasy']",2
18451,19819,Substitute,Nicole Lundrigan,98257.0,69.49,7.55,2.54,0.78,1.76,2017.0,"['Thriller', 'Mystery', 'Suspense']",3
18452,19820,The Pale Dreamer,Samantha Shannon,21002.0,42.25,9.06,2.84,0.87,1.97,2016.0,"['Fantasy', 'Young Adult', 'Paranormal']",3
18453,19821,Legacy of Ash,Matthew Ward,238617.0,54.03,7.64,2.48,0.58,1.9,2019.0,"['Fantasy', 'Adult', 'Science Fiction']",3
18454,19822,Her Final Fall,Melinda Woodhall,87184.0,41.77,7.61,2.33,0.59,1.74,2020.0,"['Thriller', 'Crime', 'Mystery']",3
18455,19823,The Tyranny of Merit,Michael J. Sandel,74882.0,16.29,5.74,2.39,1.16,1.23,2020.0,['History'],1
18456,19824,The Hotel at the End of Time,Michael James,77288.0,46.73,8.2,2.25,0.63,1.62,2021.0,"['Fantasy', 'Science Fiction']",2
18457,19825,Hiroshima Boy,Naomi Hirahara,48685.0,54.07,8.16,2.86,1.06,1.8,2018.0,"['Mystery', 'Thriller']",2
18458,19826,The Silent Dolls,Rita Herron,80744.0,64.8,7.12,2.21,0.58,1.62,2020.0,"['Mystery', 'Crime', 'Thriller', 'Suspense']",4
18459,19827,The Black Dress,Deborah Moggach,69240.0,51.39,9.78,3.41,1.09,2.32,2021.0,"['Contemporary', 'Mystery']",2
18460,19828,Power Ball,Rob Neyer,79526.0,30.76,7.22,4.39,2.16,2.23,2018.0,['History'],1
18461,19829,The Diary of a Young Girl,Anne Frank,11968.0,37.56,10.04,4.16,0.72,3.44,1947.0,"['Classics', 'History', 'Biography', 'Memoir', 'Historical']",5
18462,19830,Users,Colin Winnette,58868.0,32.63,9.79,2.95,1.19,1.77,2023.0,"['Science Fiction', 'Adult']",2
18463,19831,Night Pleasures,Sherrilyn Kenyon,95276.0,48.44,7.42,2.9,1.01,1.89,2002.0,"['Romance', 'Paranormal', 'Fantasy', 'Adult']",4
18464,19832,Pathfinder,Orson Scott Card,175868.0,35.96,9.49,3.79,0.99,2.79,2010.0,"['Young Adult', 'Adventure', 'Fantasy', 'Science Fiction']",4
18465,19833,The Warrior Within,Angus McIntyre,33859.0,47.3,7.25,2.95,1.16,1.79,2018.0,"['Science Fiction', 'Fantasy', 'Adventure']",3
18466,19834,The Moonsteel Crown,Stephen Deas,108939.0,45.39,8.78,3.11,0.86,2.25,2021.0,"['Fantasy', 'Adult']",2
18467,19835,Germania,Harald Gilbers,124794.0,37.67,8.99,3.92,1.66,2.26,2013.0,"['Historical Fiction', 'Mystery', 'Crime', 'Thriller']",4
18468,19836,The Girl With No Name,Lisa Regan,86312.0,41.23,8.74,2.6,0.87,1.73,2018.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18469,19837,Nine Pints,Rose George,108161.0,52.44,7.99,2.67,1.0,1.68,2018.0,['History'],1
18470,19838,Apeirogon,Colum McCann,126883.0,67.19,6.15,2.09,0.64,1.45,2020.0,"['Historical Fiction', 'Literary Fiction', 'Contemporary']",3
18471,19839,In the Quick,Kate Hope Day,70909.0,69.12,6.16,2.2,0.68,1.52,2021.0,"['Science Fiction', 'Adult', 'Fantasy']",3
18472,19840,Bloodsucking Fiends,Christopher Moore,85125.0,61.07,7.67,2.12,0.58,1.54,1995.0,"['Fantasy', 'Paranormal']",2
18473,19842,Abel,Katee Robert,79435.0,41.13,9.07,3.14,1.09,2.05,2020.0,"['Romance', 'Adult']",2
18474,19843,Unleash the Night,Sherrilyn Kenyon,82209.0,41.75,9.04,3.0,1.09,1.91,2005.0,"['Paranormal', 'Romance', 'Fantasy']",3
18475,19844,The Promised Queen,Jeffe Kennedy,114431.0,50.06,7.52,3.65,1.52,2.13,2021.0,"['Fantasy', 'Romance', 'Paranormal', 'Adult']",4
18476,19845,Under One Roof,Ali Hazelwood,30729.0,46.6,8.98,3.9,1.59,2.31,2022.0,"['Romance', 'Contemporary', 'Adult']",3
18477,19846,Money,Martin Amis,148967.0,53.01,7.66,3.23,1.04,2.19,1984.0,"['Classics', 'Contemporary', 'Literary Fiction']",3
18478,19847,Mosaics and Magic,Nancy Warren,60708.0,35.19,10.43,3.81,1.3,2.51,2022.0,"['Mystery', 'Fantasy', 'Paranormal']",3
18479,19848,The Cold Millions,Jess Walter,105673.0,60.36,6.39,2.1,0.49,1.61,2020.0,"['Historical Fiction', 'Historical', 'Literary Fiction', 'Adult']",4
18480,19849,Rigged,D. P. Lyle,69850.0,48.3,8.2,2.92,0.97,1.95,2020.0,['Mystery'],1
18481,19850,See Them Run,Stacy Green,86494.0,43.28,8.71,2.85,1.03,1.82,2014.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18482,19852,Operation Barracuda,Tom Clancy,92237.0,43.41,8.29,3.17,1.14,2.03,2005.0,"['Thriller', 'Mystery']",2
18483,19853,Heiress in Red Silk,Madeline Hunter,90610.0,33.54,9.34,3.63,0.91,2.72,2021.0,"['Romance', 'Historical', 'Historical Fiction', 'Mystery']",4
18484,19854,River of Gods,Ian McDonald,181184.0,69.61,6.43,2.09,0.63,1.46,2004.0,"['Science Fiction', 'Fantasy']",2
18485,19855,Four Treasures of the Sky,Jenny Tinghui Zhang,101070.0,53.22,7.97,2.55,0.44,2.11,2022.0,"['Historical Fiction', 'Historical', 'Literary Fiction', 'Adult']",4
18486,19856,"Galileo, And the Science Deniers",Mario Livio,71734.0,23.04,5.95,3.59,1.82,1.77,2020.0,"['History', 'Biography']",2
18487,19857,Swimming Lessons,Claire Fuller,85618.0,67.65,7.47,1.92,0.38,1.54,2017.0,"['Thriller', 'Mystery', 'Adult', 'Contemporary', 'Literary Fiction']",5
18488,19858,Cry of the Firebird,T. M. Clark,100679.0,41.83,8.98,2.88,0.72,2.16,2019.0,"['Mystery', 'Contemporary']",2
18489,19859,The Goddess Legacy,Russell Blake,86342.0,49.38,7.37,2.72,0.92,1.8,2016.0,['Adventure'],1
18490,19860,Like Never and Always,Ann Aguirre,90080.0,46.01,9.81,3.53,1.09,2.44,2018.0,"['Young Adult', 'Mystery', 'Thriller', 'Romance', 'Contemporary', 'Paranormal']",6
18491,19861,The Strange Case of Monsieur Bertin,Douglas Preston & Lincoln Child,8127.0,65.86,5.81,3.84,1.67,2.17,2019.0,"['Thriller', 'Mystery', 'Suspense', 'Horror']",4
18492,19862,The Queen of Sorrow,Sarah Beth Durst,136178.0,50.77,8.64,2.78,0.86,1.91,2018.0,"['Fantasy', 'Young Adult', 'Adult', 'Adventure']",4
18493,19863,The Light of Midnight Stars,Rena Rossner,97289.0,52.36,7.95,2.42,0.51,1.91,2021.0,"['Fantasy', 'Historical Fiction', 'Adult', 'Historical']",4
18494,19864,American Assassin,Vince Flynn,120322.0,36.09,8.48,2.86,0.95,1.91,2010.0,"['Thriller', 'Mystery']",2
18495,19865,Hide And Seek,Ian Rankin,71629.0,46.54,8.37,3.36,0.92,2.44,1990.0,"['Mystery', 'Crime', 'Thriller']",3
18496,19866,The Garden of Eden,Ernest Hemingway,65780.0,46.74,10.56,4.04,0.92,3.11,1986.0,"['Classics', 'Romance']",2
18497,19868,First Shot,John Ryder,96548.0,42.2,9.92,1.96,0.27,1.69,2020.0,"['Thriller', 'Mystery', 'Contemporary']",3
18498,19869,The Worst of All Possible Worlds,Alex White,159815.0,62.0,6.91,2.24,0.76,1.48,2020.0,"['Science Fiction', 'Fantasy']",2
18499,19870,The Gods of Mars,Edgar Rice Burroughs,81600.0,48.37,6.25,2.9,1.08,1.82,1913.0,"['Classics', 'Adventure', 'Fantasy', 'Science Fiction']",4
18500,19871,The Regrets,Amy Bonnaffons,58904.0,49.25,7.53,3.98,1.64,2.34,2020.0,"['Fantasy', 'Romance', 'Contemporary', 'Paranormal', 'Adult']",5
18501,19872,Guilty Wives,James Patterson & David Ellis,99386.0,43.15,7.8,2.64,0.94,1.69,2012.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18502,19873,In the Name of the Family,Sarah Dunant,133232.0,47.23,8.57,3.39,0.88,2.51,2017.0,"['Historical Fiction', 'Historical', 'Adult']",3
18503,19875,"For Better, For Worse",Carole Matthews,92272.0,55.34,9.18,3.58,1.62,1.96,2000.0,"['Romance', 'Contemporary']",2
18504,19876,Birthday,Meredith Russo,64025.0,55.7,7.18,3.05,0.95,2.11,2019.0,"['Young Adult', 'Contemporary', 'Romance']",3
18505,19877,The Statement,Brian Moore,63738.0,34.49,8.88,2.27,0.51,1.76,1995.0,"['Historical Fiction', 'Thriller', 'Mystery']",3
18506,19878,Jack Frost,Christopher Greyson,77590.0,52.41,7.54,2.2,0.77,1.43,2018.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18507,19879,The Case of the Toxic Spell Dump,Harry Turtledove,130849.0,35.07,9.25,3.1,0.94,2.16,1993.0,"['Fantasy', 'Mystery', 'Science Fiction']",3
18508,19880,The Hundred Waters,Lauren Acampora,51907.0,69.19,7.5,2.8,1.02,1.79,2022.0,"['Contemporary', 'Literary Fiction', 'Adult']",3
18509,19881,Lover Revealed,J. R. Ward,132280.0,49.79,7.76,2.85,0.83,2.02,2007.0,"['Romance', 'Paranormal', 'Fantasy', 'Adult']",4
18510,19882,I Know What I Saw,S. K. Sharp,88625.0,33.04,9.65,3.35,0.81,2.55,2020.0,"['Mystery', 'Thriller']",2
18511,19883,Brother Red,Adrian Selby,151938.0,54.51,8.58,2.09,0.43,1.66,2021.0,"['Fantasy', 'Adult']",2
18512,19884,Seasons of War,Derek Landy,130817.0,40.56,9.46,3.14,0.97,2.18,2020.0,"['Fantasy', 'Young Adult', 'Mystery']",3
18513,19886,Watch the Girls,Jennifer Wolfe,92458.0,50.26,8.4,2.47,0.89,1.58,2018.0,"['Thriller', 'Mystery', 'Adult', 'Suspense', 'Horror']",5
18514,19887,The Sanatorium,Sarah Pearse,100128.0,60.55,8.89,2.64,1.03,1.6,2020.0,"['Thriller', 'Mystery', 'Crime', 'Horror']",4
18515,19888,Love Objects,Emily Maguire,99476.0,51.99,8.36,2.98,0.88,2.1,2021.0,"['Contemporary', 'Literary Fiction']",2
18516,19889,The Bone Palace,Amanda Downum,118024.0,77.17,6.63,2.49,0.86,1.62,2010.0,"['Fantasy', 'Mystery']",2
18517,19890,State of Emergency,Marc Cameron,103233.0,64.07,5.83,2.25,0.82,1.42,2013.0,"['Thriller', 'Suspense']",2
18518,19891,Tripping Arcadia,Kit Mayquist,99920.0,51.64,6.98,3.14,1.07,2.07,2022.0,"['Horror', 'Mystery', 'Adult']",3
18519,19892,Codename Villanelle,Luke Jennings,57852.0,62.98,6.79,2.88,1.23,1.65,2014.0,"['Thriller', 'Mystery', 'Crime']",3
18520,19893,The Pageant,Leigh Walker,47407.0,47.89,8.75,2.89,1.04,1.85,2018.0,"['Fantasy', 'Paranormal', 'Romance', 'Young Adult']",4
18521,19894,The King of Bones and Ashes,J. D. Horn,101671.0,48.42,6.85,2.37,0.59,1.78,2018.0,"['Fantasy', 'Paranormal']",2
18522,19895,Any Minute Now,Eric Van Lustbader,109284.0,46.52,8.02,2.97,0.92,2.05,2016.0,['Thriller'],1
18523,19896,Saturn Run,John Sandford & Ctein,151659.0,41.27,9.2,2.94,1.26,1.68,2015.0,"['Thriller', 'Mystery', 'Fantasy', 'Science Fiction']",4
18524,19897,Thirst of Steel,Ronie Kendig,134990.0,49.95,6.92,2.42,0.7,1.72,2018.0,"['Suspense', 'Thriller', 'Romance']",3
18525,19898,Dawn Caravan,Elizabeth Hunter,93740.0,44.38,9.27,2.79,1.06,1.73,2020.0,"['Paranormal', 'Fantasy', 'Romance', 'Adult']",4
18526,19899,The Good Cop,Peter Steiner,60675.0,34.55,9.29,2.68,0.74,1.94,2019.0,"['Historical Fiction', 'Mystery']",2
18527,19900,These Tangled Vines,Julianne MacLean,88259.0,42.52,8.69,3.07,1.03,2.04,2021.0,"['Historical Fiction', 'Romance', 'Contemporary']",3
18528,19901,Gone by Midnight,Candice Fox,98836.0,54.59,7.67,2.3,0.93,1.38,2019.0,"['Mystery', 'Crime', 'Thriller', 'Suspense']",4
18529,19902,Wrath of a Mad God,Raymond E. Feist,143657.0,39.39,7.93,2.95,0.99,1.96,2008.0,"['Fantasy', 'Science Fiction']",2
18530,19903,Where the Crawdads Sing,Delia Owens,98206.0,76.88,5.88,3.06,0.81,2.25,2018.0,"['Historical Fiction', 'Mystery', 'Romance', 'Adult', 'Contemporary']",5
18531,19904,Expecting to Die,Lisa Jackson,119481.0,51.02,8.1,2.84,0.95,1.89,2017.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18532,19905,All His Pretty Girls,Charly Cox,100288.0,44.61,7.43,3.11,1.01,2.11,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18533,19906,The Fires of Heaven,Robert Jordan,346316.0,50.96,8.75,3.31,1.31,2.0,1993.0,"['Fantasy', 'Science Fiction']",2
18534,19907,Something in the Water,Catherine Steadman,107647.0,45.76,9.47,3.57,1.31,2.27,2018.0,"['Thriller', 'Mystery', 'Adult', 'Suspense']",4
18535,19908,Quest for Lost Heroes,David Gemmell,98456.0,57.11,7.38,2.42,0.69,1.73,1990.0,"['Fantasy', 'Science Fiction', 'Adventure']",3
18536,19909,Empire in Black and Gold,Adrian Tchaikovsky,219359.0,43.74,8.48,3.39,1.11,2.28,2008.0,"['Fantasy', 'Science Fiction']",2
18537,19910,Pawn,Karen Lynch,101017.0,44.41,8.38,2.26,0.86,1.4,2020.0,"['Fantasy', 'Romance', 'Paranormal', 'Young Adult']",4
18538,19911,Solemn Graves,James R. Benn,115171.0,48.04,7.4,2.22,0.6,1.62,2018.0,"['Historical Fiction', 'Mystery', 'Historical', 'Crime']",4
18539,19912,A Rage in Harlem,Chester Himes,56244.0,67.06,6.36,2.16,0.81,1.34,1957.0,"['Thriller', 'Mystery', 'Crime', 'Classics']",4
18540,19913,Neverworld Wake,Marisha Pessl,74410.0,61.34,7.54,2.69,0.87,1.82,2018.0,"['Thriller', 'Mystery', 'Young Adult', 'Fantasy', 'Science Fiction']",5
18541,19914,Cold as Death,Kristi Belcamino,34579.0,43.71,8.32,2.75,0.76,2.0,2020.0,"['Mystery', 'Thriller']",2
18542,19915,Crime in the Ballet,Catherine Moloney,73129.0,48.56,7.36,3.7,1.73,1.97,2019.0,['Mystery'],1
18543,19916,Tithe,Holly Black,66206.0,71.1,7.49,2.97,1.16,1.81,2002.0,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal']",4
18544,19917,Heiress On Fire,Kellie McCourt,104974.0,61.94,7.82,3.55,1.71,1.84,2021.0,"['Mystery', 'Crime', 'Contemporary', 'Adult']",4
18545,19918,Two Sisters,Kerry Wilkinson,92641.0,53.7,9.13,3.16,1.11,2.05,2017.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18546,19919,Killobyte,Piers Anthony,104730.0,32.79,10.39,3.9,1.22,2.68,1993.0,"['Adult', 'Young Adult', 'Adventure', 'Fantasy', 'Science Fiction']",5
18547,19920,Good In Bed,Jennifer Weiner,126282.0,55.15,8.18,3.37,1.3,2.07,2002.0,"['Romance', 'Contemporary', 'Adult']",3
18548,19921,The Divine Devils,R. Weir,152666.0,44.66,8.08,2.1,0.74,1.36,2020.0,['Crime'],1
18549,19922,Different Beasts,J. R. McConvey,55607.0,73.23,5.7,2.16,0.6,1.56,2019.0,['Fantasy'],1
18550,19923,The Girl Who Fell Beneath the Sea,Axie Oh,78696.0,71.07,6.86,2.5,0.78,1.72,2022.0,"['Fantasy', 'Young Adult', 'Romance']",3
18551,19924,Fifth Vial,Michael Palmer,113766.0,42.86,8.46,3.58,1.48,2.11,2000.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
18552,19925,Haven,Emma Donoghue,67255.0,85.04,5.59,2.69,0.61,2.08,2022.0,"['Historical Fiction', 'Historical', 'Literary Fiction']",3
18553,19926,The Altruists,Andrew Ridker,92133.0,49.39,7.44,2.29,0.86,1.43,2019.0,"['Contemporary', 'Literary Fiction', 'Adult']",3
18554,19927,Terra Nullius,Claire G. Coleman,89388.0,48.14,9.68,3.57,1.23,2.35,2017.0,"['Science Fiction', 'Historical Fiction', 'Fantasy']",3
18555,19928,The Legend of the Soul Stones,Matt Moss,235063.0,45.75,6.23,2.08,0.6,1.48,2019.0,['Fantasy'],1
18556,19929,Gutter Mage,J. S. Kelley,80250.0,45.05,8.7,4.08,1.61,2.46,2021.0,"['Fantasy', 'Mystery', 'Adult']",3
18557,19930,Difficult Women,Roxane Gay,75869.0,64.17,6.09,2.78,0.95,1.84,2017.0,"['Contemporary', 'Adult']",2
18558,19931,Nine Lives,William Dalrymple,95753.0,46.58,6.79,3.17,1.07,2.1,2009.0,['History'],1
18559,19932,Holiday,Stanley Middleton,69650.0,55.81,7.45,3.34,1.32,2.02,1974.0,"['Literary Fiction', 'Contemporary']",2
18560,19933,The Night of the Fire,Kjell Eriksson,113964.0,38.85,9.57,3.4,1.27,2.13,2019.0,"['Mystery', 'Crime', 'Suspense']",3
18561,19934,Report From Engine Co. 82,Dennis Smith,75876.0,57.38,7.38,2.09,0.67,1.41,1972.0,"['History', 'Memoir', 'Biography', 'Historical']",4
18562,19935,Shadow Rider,Christine Feehan,153711.0,41.76,8.89,2.94,1.17,1.77,2016.0,"['Paranormal', 'Romance', 'Fantasy', 'Contemporary', 'Adult']",5
18563,19936,Waylander,David Gemmell,95363.0,57.66,7.51,2.57,0.72,1.85,1986.0,"['Fantasy', 'Adventure']",2
18564,19937,Bones,Joe Tone,103295.0,42.08,6.47,2.65,0.94,1.7,2017.0,"['Crime', 'History', 'Biography']",3
18565,19939,The Warsaw Anagrams,Richard Zimler,90218.0,46.96,8.25,2.7,0.8,1.9,2009.0,"['Historical Fiction', 'Mystery']",2
18566,19940,The Furies,Katie Lowe,95085.0,67.46,5.62,2.78,1.19,1.58,2019.0,"['Thriller', 'Mystery', 'Contemporary', 'Young Adult', 'Horror']",5
18567,19941,Death on Ocean Boulevard,Caitlin Rother,99596.0,28.71,7.79,3.0,1.0,2.01,2021.0,"['Mystery', 'Crime', 'History']",3
18568,19942,Phthor,Piers Anthony,64375.0,43.28,8.59,3.9,1.52,2.38,1975.0,"['Fantasy', 'Science Fiction']",2
18569,19943,The Gene,Timothy Browne,115001.0,48.73,6.03,2.38,0.82,1.56,2020.0,['Thriller'],1
18570,19944,To Catch a Killer,Sheryl Scarborough,85167.0,52.35,7.75,2.79,0.91,1.87,2017.0,"['Thriller', 'Mystery', 'Crime', 'Contemporary', 'Young Adult']",5
18571,19945,The Error World,Simon Garfield,72065.0,36.93,7.63,3.03,1.1,1.92,2008.0,"['History', 'Memoir', 'Biography']",3
18572,19946,Night Embrace,Sherrilyn Kenyon,121918.0,49.63,8.42,3.11,1.03,2.08,2003.0,"['Paranormal', 'Romance', 'Fantasy', 'Adult']",4
18573,19947,Savage Road,Chris Hauty,87193.0,43.17,6.03,2.48,1.18,1.3,2021.0,"['Thriller', 'Mystery', 'Suspense']",3
18574,19948,Warlord of the North,Griff Hosker,90271.0,37.99,9.66,2.26,0.43,1.83,2016.0,"['Historical Fiction', 'Historical']",2
18575,19949,Wanted,Sara Shepard,55017.0,65.31,7.26,2.93,1.27,1.66,2010.0,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Thriller']",5
18576,19950,Zero History,William Gibson,111461.0,59.92,8.35,3.89,1.78,2.11,2010.0,"['Thriller', 'Mystery', 'Suspense', 'Fantasy', 'Science Fiction']",5
18577,19951,An Unkindness of Ravens,Ruth Rendell,80942.0,42.45,9.72,2.95,1.02,1.93,1985.0,"['Mystery', 'Crime', 'Thriller']",3
18578,19952,Iron Eagle,Eve Langlais,44126.0,48.24,8.97,3.15,1.17,1.98,2022.0,"['Paranormal', 'Fantasy', 'Romance']",3
18579,19953,After the Funeral,Agatha Christie,71186.0,29.4,10.58,4.39,1.74,2.65,1953.0,"['Thriller', 'Mystery', 'Crime', 'Classics']",4
18580,19954,First Among Equals,Jeffrey Archer,104482.0,28.01,7.62,2.65,1.01,1.65,1984.0,"['Thriller', 'Historical Fiction', 'Mystery']",3
18581,19955,City of Nightmares,Rebecca Schaeffer,87224.0,51.57,9.22,3.64,1.48,2.17,2023.0,"['Fantasy', 'Young Adult', 'Horror', 'Paranormal']",4
18582,19956,Pellucidar,Edgar Rice Burroughs,57507.0,43.1,7.31,3.36,1.18,2.18,1914.0,"['Classics', 'Adventure', 'Fantasy', 'Science Fiction']",4
18583,19957,The Perfect Assassin,K. A. Doore,97021.0,49.55,8.29,2.95,0.81,2.15,2019.0,"['Fantasy', 'Adult', 'Mystery']",3
18584,19958,In the Ravenous Dark,A. M. Strickland,118820.0,53.21,8.3,3.79,1.4,2.4,2021.0,"['Fantasy', 'Young Adult', 'Romance']",3
18585,19959,Orbital Decay,Allen Steele,119385.0,48.02,7.24,2.73,1.11,1.62,1989.0,"['Fantasy', 'Science Fiction']",2
18586,19960,Red Sniper,David Healey,86728.0,53.37,8.04,2.68,0.86,1.82,2017.0,"['Thriller', 'Historical']",2
18587,19961,Your Neighbour’s Wife,Tony Parsons,91701.0,41.44,8.1,2.87,0.92,1.95,2021.0,"['Thriller', 'Crime', 'Mystery']",3
18588,19962,Ethics: A Very Short Introduction,Simon Blackburn,36618.0,18.12,8.85,3.24,1.22,2.02,2009.0,['History'],1
18589,19963,Veiled Enchantments,Deborah Blake,76746.0,37.07,9.17,3.58,1.52,2.05,2018.0,"['Paranormal', 'Fantasy', 'Mystery', 'Romance']",4
18590,19964,Someone to Wed,Mary Balogh,101937.0,31.57,9.52,3.53,1.29,2.23,2017.0,"['Romance', 'Historical', 'Historical Fiction', 'Adult']",4
18591,19965,An Ocean of Minutes,Thea Lim,84601.0,58.11,8.54,2.44,0.56,1.89,2018.0,"['Science Fiction', 'Romance']",2
18592,19966,The River at Night,Erica Ferencik,73535.0,80.25,5.12,2.64,0.93,1.7,2017.0,"['Thriller', 'Mystery', 'Adventure', 'Suspense']",4
18593,19967,Written in Blood,Chris Carter,113508.0,40.46,7.61,3.03,1.1,1.93,2020.0,"['Thriller', 'Mystery', 'Crime', 'Horror']",4
18594,19968,Elizabeth and Margaret,Andrew Morton,94792.0,35.99,6.0,3.11,1.43,1.69,2021.0,"['Biography', 'History', 'Adult', 'Historical']",4
18595,19969,Crimson Lake,Candice Fox,104956.0,51.66,8.09,2.37,0.87,1.5,2017.0,"['Thriller', 'Mystery', 'Crime']",3
18596,19970,The Dark Rose,Erin Kelly,104031.0,52.27,8.78,2.54,0.85,1.68,2011.0,"['Mystery', 'Thriller', 'Romance', 'Suspense', 'Crime', 'Adult']",6
18597,19971,Patriot Lies,Scott Blade,123126.0,52.16,7.15,2.0,0.53,1.47,2020.0,['Thriller'],1
18598,19972,The Maze Runner,James Dashner,101806.0,47.56,7.04,3.23,1.03,2.2,2009.0,"['Young Adult', 'Science Fiction', 'Fantasy', 'Adventure', 'Mystery']",5
18599,19973,From the Earth to the Moon,Jules Verne,90455.0,44.55,6.91,3.23,1.24,1.99,1865.0,"['Science Fiction', 'Classics', 'Adventure', 'Fantasy']",4
18600,19974,Death Be Raven,Katie Epstein,96720.0,39.17,8.59,2.91,0.78,2.13,,['Fantasy'],1
18601,19975,The Gomorrah Gambit,Tom Chatfield,86841.0,44.22,8.18,3.44,1.32,2.11,2019.0,"['Thriller', 'Crime', 'Science Fiction']",3
18602,19976,Eliza and Her Monsters,Francesca Zappia,76741.0,43.84,8.5,3.12,0.82,2.3,2017.0,"['Contemporary', 'Young Adult', 'Romance']",3
18603,19977,Hearthstone Cottage,Frazer Lee,79701.0,70.61,6.05,2.67,0.85,1.82,2019.0,['Horror'],1
18604,19978,Erec Rex: The Dragon’s Eye,Kaza Kingsley,96149.0,58.72,8.11,2.64,0.79,1.86,2006.0,"['Fantasy', 'Young Adult', 'Adventure']",3
18605,19979,The Last Romantics,Tara Conklin,102157.0,58.7,6.54,2.77,0.87,1.9,2019.0,"['Contemporary', 'Literary Fiction', 'Romance']",3
18606,19980,Tony’s Wife,Adriana Trigiani,129924.0,58.26,8.05,1.94,0.5,1.44,2018.0,"['Historical Fiction', 'Romance', 'Historical']",3
18607,19981,Castle of Wizardry,David Eddings,119244.0,47.73,8.03,4.34,2.15,2.19,1984.0,"['Young Adult', 'Adventure', 'Fantasy', 'Science Fiction']",4
18608,19983,Call of the Bone Ships,R. J. Barker,155570.0,49.31,7.58,2.71,0.7,2.01,2020.0,"['Fantasy', 'Adventure']",2
18609,19984,"The Visitor, Kill or Cure",Mark Lawrence,10288.0,59.43,7.89,2.39,0.72,1.67,2020.0,"['Fantasy', 'Science Fiction']",2
18610,19985,Forbidden Area,Pat Frank,85320.0,41.8,8.78,2.56,0.85,1.71,1956.0,"['Science Fiction', 'Historical Fiction', 'Classics']",3
18611,19986,Beauty is the Beast,Jennifer Zamboni,102843.0,54.67,8.15,3.06,1.06,2.0,2018.0,"['Fantasy', 'Paranormal', 'Thriller', 'Mystery']",4
18612,19987,"Titan, Fortune of War",David Mack,83362.0,43.85,6.18,2.03,0.5,1.53,2017.0,"['Adventure', 'Fantasy', 'Science Fiction']",3
